"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14010","4561","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","11832","3793","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","18996","10191","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","14746","7037","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8564","3071","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7587","2367","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11276","6437","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9521","4778","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13816","5290","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11292","3865","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","18053","6770","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15231","4820","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26626","15647","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23581","12503","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4306","1198","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3529","796","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","52224","22076","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42614","16825","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15562","6986","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12404","5274","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19810","10318","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16233","7818","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6850","2919","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4438","1803","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26521","12607","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22942","10642","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13478","7956","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10603","5759","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","9002","4503","38682"
