"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14516","5423","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12359","4463","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19219","10663","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15217","7539","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8494","3080","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7507","2412","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11182","6453","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9435","4824","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13649","5357","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11215","3924","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17799","6738","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15054","4818","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26389","15789","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23340","12652","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4251","1195","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3479","814","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51434","21811","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42144","16779","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15302","6889","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12247","5217","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19574","10299","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16065","7804","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6721","2891","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4388","1796","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26156","12418","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22715","10559","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13299","7910","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10472","5749","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8839","4454","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5377","2483","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12655","5164","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8312","3166","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13232","5697","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8683","3195","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14142","5785","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10215","3825","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20438","10313","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","12958","5426","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14875","6330","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9166","3448","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15479","6976","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10449","4099","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","24099","12823","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17333","8112","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","36911","15493","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","31666","11709","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37313","13048","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30749","9427","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26362","10039","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25851","8434","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","38196","12738","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","30944","8791","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17791","7012","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14900","5191","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47982","19854","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36739","13106","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","17098","6606","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","17721","5546","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7605","3724","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6330","2819","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1715","668","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1380","504","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3601","1594","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2751","1143","11573"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Female","32292","13470","88192"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Male","26781","9937","91106"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Female","21385","7504","56490"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Male","17824","5480","56280"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Female","9364","4109","44783"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Male","8192","3397","45341"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Female","814","383","4653"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Male","629","280","4028"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Female","6302","2566","31612"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Male","5343","1973","30675"
"WESTERN CAPE","OVERBERG DM","12-17","Female","3021","1005","13406"
"WESTERN CAPE","OVERBERG DM","12-17","Male","2388","779","13535"
"WESTERN CAPE","WEST COAST DM","12-17","Female","4183","1891","22541"
"WESTERN CAPE","WEST COAST DM","12-17","Male","3651","1438","22568"
