"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","394573","839479"
"EASTERN CAPE","18-34","Male","298314","854468"
"EASTERN CAPE","35-49","Female","370014","586430"
"EASTERN CAPE","35-49","Male","251928","522727"
"EASTERN CAPE","50-59","Female","236805","320585"
"EASTERN CAPE","50-59","Male","149231","196960"
"EASTERN CAPE","60+","Female","366909","517296"
"EASTERN CAPE","60+","Male","220323","261598"
"EASTERN CAPE","Unidentified","Female","294",""
"EASTERN CAPE","Unidentified","Male","70",""
"FREE STATE","18-34","Female","231611","410210"
"FREE STATE","18-34","Male","176177","419145"
"FREE STATE","35-49","Female","194322","283918"
"FREE STATE","35-49","Male","160252","266941"
"FREE STATE","50-59","Female","105459","140470"
"FREE STATE","50-59","Male","82101","105617"
"FREE STATE","60+","Female","138022","178195"
"FREE STATE","60+","Male","86992","110025"
"FREE STATE","Unidentified","Female","84",""
"FREE STATE","Unidentified","Male","47",""
"GAUTENG","18-34","Female","988911","2584852"
"GAUTENG","18-34","Male","844628","2611302"
"GAUTENG","35-49","Female","1002587","1659380"
"GAUTENG","35-49","Male","937581","1782603"
"GAUTENG","50-59","Female","443912","675158"
"GAUTENG","50-59","Male","424606","655342"
"GAUTENG","60+","Female","497738","745260"
"GAUTENG","60+","Male","381557","597429"
"GAUTENG","Unidentified","Female","277",""
"GAUTENG","Unidentified","Male","164",""
"KWAZULU-NATAL","18-34","Female","638338","1707989"
"KWAZULU-NATAL","18-34","Male","437895","1725158"
"KWAZULU-NATAL","35-49","Female","574886","1071255"
"KWAZULU-NATAL","35-49","Male","413660","951364"
"KWAZULU-NATAL","50-59","Female","301494","492136"
"KWAZULU-NATAL","50-59","Male","203140","316845"
"KWAZULU-NATAL","60+","Female","446916","624115"
"KWAZULU-NATAL","60+","Male","253997","330933"
"KWAZULU-NATAL","Unidentified","Female","354",""
"KWAZULU-NATAL","Unidentified","Male","135",""
"LIMPOPO","18-34","Female","430779","818804"
"LIMPOPO","18-34","Male","293209","833104"
"LIMPOPO","35-49","Female","377361","573264"
"LIMPOPO","35-49","Male","249686","493423"
"LIMPOPO","50-59","Female","199875","265501"
"LIMPOPO","50-59","Male","133908","165831"
"LIMPOPO","60+","Female","296205","372555"
"LIMPOPO","60+","Male","171168","173319"
"LIMPOPO","Unidentified","Female","608",""
"LIMPOPO","Unidentified","Male","86",""
"MPUMALANGA","18-34","Female","275093","681710"
"MPUMALANGA","18-34","Male","234487","729028"
"MPUMALANGA","35-49","Female","240959","451254"
"MPUMALANGA","35-49","Male","213039","457785"
"MPUMALANGA","50-59","Female","117982","197794"
"MPUMALANGA","50-59","Male","95693","151183"
"MPUMALANGA","60+","Female","144219","224305"
"MPUMALANGA","60+","Male","104214","146461"
"MPUMALANGA","Unidentified","Female","156",""
"MPUMALANGA","Unidentified","Male","52",""
"NORTHERN CAPE","18-34","Female","78429","174695"
"NORTHERN CAPE","18-34","Male","74061","182300"
"NORTHERN CAPE","35-49","Female","69496","118328"
"NORTHERN CAPE","35-49","Male","73495","131923"
"NORTHERN CAPE","50-59","Female","37342","57823"
"NORTHERN CAPE","50-59","Male","34767","49198"
"NORTHERN CAPE","60+","Female","46075","80820"
"NORTHERN CAPE","60+","Male","34346","52458"
"NORTHERN CAPE","Unidentified","Female","13",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","243366","547199"
"NORTH WEST","18-34","Male","201250","611287"
"NORTH WEST","35-49","Female","216641","386831"
"NORTH WEST","35-49","Male","216663","437698"
"NORTH WEST","50-59","Female","109790","173790"
"NORTH WEST","50-59","Male","109124","168889"
"NORTH WEST","60+","Female","144328","213393"
"NORTH WEST","60+","Male","109183","154160"
"NORTH WEST","Unidentified","Female","125",""
"NORTH WEST","Unidentified","Male","110",""
"WESTERN CAPE","18-34","Female","522482","1010156"
"WESTERN CAPE","18-34","Male","454530","1047625"
"WESTERN CAPE","35-49","Female","477810","744325"
"WESTERN CAPE","35-49","Male","420712","767488"
"WESTERN CAPE","50-59","Female","245286","368383"
"WESTERN CAPE","50-59","Male","212591","315766"
"WESTERN CAPE","60+","Female","321871","422288"
"WESTERN CAPE","60+","Male","239509","300872"
"WESTERN CAPE","Unidentified","Female","116",""
"WESTERN CAPE","Unidentified","Male","68",""
