"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","144820","43676","416942"
"EASTERN CAPE","12-17","Male","117342","29869","429096"
"FREE STATE","12-17","Female","90082","39345","161705"
"FREE STATE","12-17","Male","76318","28946","162847"
"GAUTENG","12-17","Female","208837","86337","649047"
"GAUTENG","12-17","Male","171161","66382","648920"
"KWAZULU-NATAL","12-17","Female","152441","57508","647510"
"KWAZULU-NATAL","12-17","Male","107032","36587","658202"
"LIMPOPO","12-17","Female","135814","42308","352420"
"LIMPOPO","12-17","Male","113763","31192","372427"
"MPUMALANGA","12-17","Female","73779","21316","257710"
"MPUMALANGA","12-17","Male","61696","15500","259479"
"NORTHERN CAPE","12-17","Female","16285","4998","69852"
"NORTHERN CAPE","12-17","Male","13094","3725","69047"
"NORTH WEST","12-17","Female","81499","26504","221385"
"NORTH WEST","12-17","Male","67426","19178","223092"
"WESTERN CAPE","12-17","Female","70545","27020","320269"
"WESTERN CAPE","12-17","Male","60002","22442","322848"
