"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14519","5591","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12456","4580","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19046","10584","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15202","7572","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8366","3051","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7358","2387","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11006","6372","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9310","4779","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13420","5312","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11079","3883","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17483","6625","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","14814","4767","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","25897","15679","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","22989","12603","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4164","1178","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3418","803","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","50603","21542","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","41590","16627","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15036","6755","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12043","5146","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19275","10172","41623"
"GAUTENG","WEST RAND DM","12-17","Male","15830","7727","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6599","2851","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4334","1789","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","25721","12259","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22315","10414","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13102","7814","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10344","5700","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8673","4369","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5289","2450","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12423","5087","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8204","3122","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","12979","5590","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8544","3144","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","13915","5766","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10117","3823","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20052","10165","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","12724","5367","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14594","6266","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9018","3424","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15150","6849","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10282","4041","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","23650","12604","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17034","8002","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","37292","15588","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","31925","11823","86098"
"LIMPOPO","MOPANI DM","12-17","Female","36959","13020","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30509","9462","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26132","9977","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25626","8405","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","37666","12603","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","30507","8671","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17601","6970","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14756","5177","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47545","20059","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36637","13330","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","16757","6511","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","17244","5438","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7521","3699","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6255","2804","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1673","653","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1354","496","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3532","1575","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2715","1128","11573"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Female","31883","13529","88192"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Male","26547","10047","91106"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Female","21027","7408","56490"
