"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Male","17593","5432","56280"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Female","9167","4148","44783"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Male","8081","3456","45341"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Female","795","370","4653"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Male","622","281","4028"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Female","6181","2539","31612"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Male","5242","1950","30675"
"WESTERN CAPE","OVERBERG DM","12-17","Female","2967","991","13406"
"WESTERN CAPE","OVERBERG DM","12-17","Male","2332","765","13535"
"WESTERN CAPE","WEST COAST DM","12-17","Female","4106","1885","22541"
"WESTERN CAPE","WEST COAST DM","12-17","Male","3568","1427","22568"
