"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14641","5626","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12539","4596","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19233","10665","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15329","7598","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8438","3067","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7436","2398","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11112","6421","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9378","4802","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13551","5344","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11180","3915","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17654","6688","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","14936","4799","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26180","15801","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23202","12690","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4216","1188","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3460","814","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51090","21707","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","41892","16707","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15172","6828","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12156","5180","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19453","10254","41623"
"GAUTENG","WEST RAND DM","12-17","Male","15961","7764","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6676","2875","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4364","1800","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","25962","12370","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22556","10515","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13217","7872","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10419","5730","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8768","4424","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5337","2467","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12547","5126","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8261","3144","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13126","5648","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8617","3167","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14093","5813","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10209","3834","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20266","10259","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","12860","5405","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14748","6318","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9102","3450","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15327","6917","46750"
