"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","393101","839479"
"EASTERN CAPE","18-34","Male","296228","854468"
"EASTERN CAPE","35-49","Female","369590","586430"
"EASTERN CAPE","35-49","Male","251316","522727"
"EASTERN CAPE","50-59","Female","236498","320585"
"EASTERN CAPE","50-59","Male","149033","196960"
"EASTERN CAPE","60+","Female","365391","517296"
"EASTERN CAPE","60+","Male","219377","261598"
"EASTERN CAPE","Unidentified","Female","302",""
"EASTERN CAPE","Unidentified","Male","74",""
"FREE STATE","18-34","Female","231112","410210"
"FREE STATE","18-34","Male","175826","419145"
"FREE STATE","35-49","Female","194028","283918"
"FREE STATE","35-49","Male","160020","266941"
"FREE STATE","50-59","Female","105299","140470"
"FREE STATE","50-59","Male","81952","105617"
"FREE STATE","60+","Female","137410","178195"
"FREE STATE","60+","Male","86546","110025"
"FREE STATE","Unidentified","Female","86",""
"FREE STATE","Unidentified","Male","48",""
"GAUTENG","18-34","Female","987187","2584852"
"GAUTENG","18-34","Male","843087","2611302"
"GAUTENG","35-49","Female","999858","1659380"
"GAUTENG","35-49","Male","935055","1782603"
"GAUTENG","50-59","Female","442725","675158"
"GAUTENG","50-59","Male","423290","655342"
"GAUTENG","60+","Female","495186","745260"
"GAUTENG","60+","Male","379362","597429"
"GAUTENG","Unidentified","Female","290",""
"GAUTENG","Unidentified","Male","169",""
"KWAZULU-NATAL","18-34","Female","636167","1707989"
"KWAZULU-NATAL","18-34","Male","436793","1725158"
"KWAZULU-NATAL","35-49","Female","573674","1071255"
"KWAZULU-NATAL","35-49","Male","412671","951364"
"KWAZULU-NATAL","50-59","Female","301137","492136"
"KWAZULU-NATAL","50-59","Male","202690","316845"
"KWAZULU-NATAL","60+","Female","444911","624115"
"KWAZULU-NATAL","60+","Male","252827","330933"
"KWAZULU-NATAL","Unidentified","Female","361",""
"KWAZULU-NATAL","Unidentified","Male","138",""
"LIMPOPO","18-34","Female","428843","818804"
"LIMPOPO","18-34","Male","291623","833104"
"LIMPOPO","35-49","Female","375918","573264"
"LIMPOPO","35-49","Male","248741","493423"
"LIMPOPO","50-59","Female","199521","265501"
"LIMPOPO","50-59","Male","133708","165831"
"LIMPOPO","60+","Female","295117","372555"
"LIMPOPO","60+","Male","170464","173319"
"LIMPOPO","Unidentified","Female","608",""
"LIMPOPO","Unidentified","Male","86",""
"MPUMALANGA","18-34","Female","274000","681710"
"MPUMALANGA","18-34","Male","233513","729028"
"MPUMALANGA","35-49","Female","240010","451254"
"MPUMALANGA","35-49","Male","212042","457785"
"MPUMALANGA","50-59","Female","117765","197794"
"MPUMALANGA","50-59","Male","95495","151183"
"MPUMALANGA","60+","Female","143483","224305"
"MPUMALANGA","60+","Male","103637","146461"
"MPUMALANGA","Unidentified","Female","158",""
"MPUMALANGA","Unidentified","Male","53",""
"NORTHERN CAPE","18-34","Female","78132","174695"
"NORTHERN CAPE","18-34","Male","73834","182300"
"NORTHERN CAPE","35-49","Female","69343","118328"
"NORTHERN CAPE","35-49","Male","73259","131923"
"NORTHERN CAPE","50-59","Female","37264","57823"
"NORTHERN CAPE","50-59","Male","34673","49198"
"NORTHERN CAPE","60+","Female","45819","80820"
"NORTHERN CAPE","60+","Male","34137","52458"
"NORTHERN CAPE","Unidentified","Female","15",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","242878","547199"
"NORTH WEST","18-34","Male","200615","611287"
"NORTH WEST","35-49","Female","216077","386831"
"NORTH WEST","35-49","Male","216080","437698"
"NORTH WEST","50-59","Female","109524","173790"
"NORTH WEST","50-59","Male","108889","168889"
"NORTH WEST","60+","Female","143704","213393"
"NORTH WEST","60+","Male","108592","154160"
"NORTH WEST","Unidentified","Female","124",""
"NORTH WEST","Unidentified","Male","111",""
"WESTERN CAPE","18-34","Female","522340","1010156"
"WESTERN CAPE","18-34","Male","454071","1047625"
"WESTERN CAPE","35-49","Female","477103","744325"
"WESTERN CAPE","35-49","Male","420040","767488"
"WESTERN CAPE","50-59","Female","244824","368383"
"WESTERN CAPE","50-59","Male","212177","315766"
"WESTERN CAPE","60+","Female","320446","422288"
"WESTERN CAPE","60+","Male","238302","300872"
"WESTERN CAPE","Unidentified","Female","116",""
"WESTERN CAPE","Unidentified","Male","69",""
