"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","393315","839479"
"EASTERN CAPE","18-34","Male","296454","854468"
"EASTERN CAPE","35-49","Female","369656","586430"
"EASTERN CAPE","35-49","Male","251391","522727"
"EASTERN CAPE","50-59","Female","236522","320585"
"EASTERN CAPE","50-59","Male","149049","196960"
"EASTERN CAPE","60+","Female","365513","517296"
"EASTERN CAPE","60+","Male","219464","261598"
"EASTERN CAPE","Unidentified","Female","299",""
"EASTERN CAPE","Unidentified","Male","72",""
"FREE STATE","18-34","Female","231172","410210"
"FREE STATE","18-34","Male","175868","419145"
"FREE STATE","35-49","Female","194077","283918"
"FREE STATE","35-49","Male","160047","266941"
"FREE STATE","50-59","Female","105315","140470"
"FREE STATE","50-59","Male","81966","105617"
"FREE STATE","60+","Female","137452","178195"
"FREE STATE","60+","Male","86593","110025"
"FREE STATE","Unidentified","Female","85",""
"FREE STATE","Unidentified","Male","48",""
"GAUTENG","18-34","Female","987444","2584852"
"GAUTENG","18-34","Male","843393","2611302"
"GAUTENG","35-49","Female","1000122","1659380"
"GAUTENG","35-49","Male","935297","1782603"
"GAUTENG","50-59","Female","442821","675158"
"GAUTENG","50-59","Male","423372","655342"
"GAUTENG","60+","Female","495420","745260"
"GAUTENG","60+","Male","379554","597429"
"GAUTENG","Unidentified","Female","288",""
"GAUTENG","Unidentified","Male","167",""
"KWAZULU-NATAL","18-34","Female","636532","1707989"
"KWAZULU-NATAL","18-34","Male","436920","1725158"
"KWAZULU-NATAL","35-49","Female","573795","1071255"
"KWAZULU-NATAL","35-49","Male","412807","951364"
"KWAZULU-NATAL","50-59","Female","301150","492136"
"KWAZULU-NATAL","50-59","Male","202722","316845"
"KWAZULU-NATAL","60+","Female","445072","624115"
"KWAZULU-NATAL","60+","Male","252918","330933"
"KWAZULU-NATAL","Unidentified","Female","358",""
"KWAZULU-NATAL","Unidentified","Male","137",""
"LIMPOPO","18-34","Female","429222","818804"
"LIMPOPO","18-34","Male","291883","833104"
"LIMPOPO","35-49","Female","376124","573264"
"LIMPOPO","35-49","Male","248845","493423"
"LIMPOPO","50-59","Female","199552","265501"
"LIMPOPO","50-59","Male","133733","165831"
"LIMPOPO","60+","Female","295216","372555"
"LIMPOPO","60+","Male","170525","173319"
"LIMPOPO","Unidentified","Female","608",""
"LIMPOPO","Unidentified","Male","86",""
"MPUMALANGA","18-34","Female","274144","681710"
"MPUMALANGA","18-34","Male","233655","729028"
"MPUMALANGA","35-49","Female","240114","451254"
"MPUMALANGA","35-49","Male","212145","457785"
"MPUMALANGA","50-59","Female","117793","197794"
"MPUMALANGA","50-59","Male","95521","151183"
"MPUMALANGA","60+","Female","143537","224305"
"MPUMALANGA","60+","Male","103693","146461"
"MPUMALANGA","Unidentified","Female","157",""
"MPUMALANGA","Unidentified","Male","52",""
"NORTHERN CAPE","18-34","Female","78168","174695"
"NORTHERN CAPE","18-34","Male","73871","182300"
"NORTHERN CAPE","35-49","Female","69364","118328"
"NORTHERN CAPE","35-49","Male","73293","131923"
"NORTHERN CAPE","50-59","Female","37263","57823"
"NORTHERN CAPE","50-59","Male","34684","49198"
"NORTHERN CAPE","60+","Female","45845","80820"
"NORTHERN CAPE","60+","Male","34156","52458"
"NORTHERN CAPE","Unidentified","Female","14",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","242956","547199"
"NORTH WEST","18-34","Male","200706","611287"
"NORTH WEST","35-49","Female","216119","386831"
"NORTH WEST","35-49","Male","216123","437698"
"NORTH WEST","50-59","Female","109555","173790"
"NORTH WEST","50-59","Male","108926","168889"
"NORTH WEST","60+","Female","143765","213393"
"NORTH WEST","60+","Male","108637","154160"
"NORTH WEST","Unidentified","Female","124",""
"NORTH WEST","Unidentified","Male","110",""
"WESTERN CAPE","18-34","Female","522404","1010156"
"WESTERN CAPE","18-34","Male","454112","1047625"
"WESTERN CAPE","35-49","Female","477178","744325"
"WESTERN CAPE","35-49","Male","420133","767488"
"WESTERN CAPE","50-59","Female","244845","368383"
"WESTERN CAPE","50-59","Male","212193","315766"
"WESTERN CAPE","60+","Female","320573","422288"
"WESTERN CAPE","60+","Male","238412","300872"
"WESTERN CAPE","Unidentified","Female","116",""
"WESTERN CAPE","Unidentified","Male","69",""
