"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14145","4840","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12006","4000","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19056","10382","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","14915","7219","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8508","3079","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7526","2384","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11204","6432","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9458","4794","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13729","5358","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11254","3922","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17935","6733","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15151","4812","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26506","15676","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23473","12569","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4278","1190","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3507","798","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51871","21956","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42432","16798","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15447","6946","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12325","5246","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19707","10318","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16154","7807","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6782","2904","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4419","1807","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26326","12510","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22815","10601","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13383","7917","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10537","5756","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8926","4494","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5428","2492","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12773","5207","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8379","3191","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13311","5679","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8724","3160","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14148","5787","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10195","3804","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20553","10299","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","13060","5415","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14988","6363","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9257","3470","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15625","7031","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10543","4127","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","24296","12916","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17470","8157","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","36562","15210","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","31444","11431","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37024","12644","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30477","9088","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26262","9993","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25889","8437","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","38341","12813","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","31026","8829","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17626","6928","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14735","5108","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47631","18975","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36357","12356","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","17250","6641","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","17936","5595","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7587","3544","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6266","2712","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1722","670","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1395","508","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3634","1610","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2769","1148","11573"
