"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","381971","839479"
"EASTERN CAPE","18-34","Male","284664","854468"
"EASTERN CAPE","35-49","Female","365201","586430"
"EASTERN CAPE","35-49","Male","246746","522727"
"EASTERN CAPE","50-59","Female","234231","320585"
"EASTERN CAPE","50-59","Male","146790","196960"
"EASTERN CAPE","60+","Female","355995","517296"
"EASTERN CAPE","60+","Male","213896","261598"
"EASTERN CAPE","Unidentified","Female","309",""
"EASTERN CAPE","Unidentified","Male","92",""
"FREE STATE","18-34","Female","226250","410210"
"FREE STATE","18-34","Male","172130","419145"
"FREE STATE","35-49","Female","191122","283918"
"FREE STATE","35-49","Male","157133","266941"
"FREE STATE","50-59","Female","103897","140470"
"FREE STATE","50-59","Male","80653","105617"
"FREE STATE","60+","Female","133447","178195"
"FREE STATE","60+","Male","83650","110025"
"FREE STATE","Unidentified","Female","93",""
"FREE STATE","Unidentified","Male","57",""
"GAUTENG","18-34","Female","974238","2584852"
"GAUTENG","18-34","Male","827651","2611302"
"GAUTENG","35-49","Female","981938","1659380"
"GAUTENG","35-49","Male","916229","1782603"
"GAUTENG","50-59","Female","433720","675158"
"GAUTENG","50-59","Male","412832","655342"
"GAUTENG","60+","Female","480673","745260"
"GAUTENG","60+","Male","366721","597429"
"GAUTENG","Unidentified","Female","304",""
"GAUTENG","Unidentified","Male","195",""
"KWAZULU-NATAL","18-34","Female","612426","1707989"
"KWAZULU-NATAL","18-34","Male","421712","1725158"
"KWAZULU-NATAL","35-49","Female","560904","1071255"
"KWAZULU-NATAL","35-49","Male","402542","951364"
"KWAZULU-NATAL","50-59","Female","296782","492136"
"KWAZULU-NATAL","50-59","Male","198823","316845"
"KWAZULU-NATAL","60+","Female","433737","624115"
"KWAZULU-NATAL","60+","Male","245758","330933"
"KWAZULU-NATAL","Unidentified","Female","375",""
"KWAZULU-NATAL","Unidentified","Male","141",""
"LIMPOPO","18-34","Female","420505","818804"
"LIMPOPO","18-34","Male","282484","833104"
"LIMPOPO","35-49","Female","369542","573264"
"LIMPOPO","35-49","Male","243511","493423"
"LIMPOPO","50-59","Female","197209","265501"
"LIMPOPO","50-59","Male","132065","165831"
"LIMPOPO","60+","Female","288694","372555"
"LIMPOPO","60+","Male","166109","173319"
"LIMPOPO","Unidentified","Female","620",""
"LIMPOPO","Unidentified","Male","94",""
"MPUMALANGA","18-34","Female","265042","681710"
"MPUMALANGA","18-34","Male","222058","729028"
"MPUMALANGA","35-49","Female","233342","451254"
"MPUMALANGA","35-49","Male","203727","457785"
"MPUMALANGA","50-59","Female","115036","197794"
"MPUMALANGA","50-59","Male","93050","151183"
"MPUMALANGA","60+","Female","139179","224305"
"MPUMALANGA","60+","Male","100183","146461"
"MPUMALANGA","Unidentified","Female","157",""
"MPUMALANGA","Unidentified","Male","63",""
"NORTHERN CAPE","18-34","Female","76054","174695"
"NORTHERN CAPE","18-34","Male","72168","182300"
"NORTHERN CAPE","35-49","Female","67910","118328"
"NORTHERN CAPE","35-49","Male","71494","131923"
"NORTHERN CAPE","50-59","Female","36542","57823"
"NORTHERN CAPE","50-59","Male","33783","49198"
"NORTHERN CAPE","60+","Female","44152","80820"
"NORTHERN CAPE","60+","Male","32783","52458"
"NORTHERN CAPE","Unidentified","Female","22",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","239879","547199"
"NORTH WEST","18-34","Male","197909","611287"
"NORTH WEST","35-49","Female","212886","386831"
"NORTH WEST","35-49","Male","212886","437698"
"NORTH WEST","50-59","Female","107966","173790"
"NORTH WEST","50-59","Male","107023","168889"
"NORTH WEST","60+","Female","139657","213393"
"NORTH WEST","60+","Male","105029","154160"
"NORTH WEST","Unidentified","Female","128",""
"NORTH WEST","Unidentified","Male","116",""
"WESTERN CAPE","18-34","Female","519990","1010156"
"WESTERN CAPE","18-34","Male","450669","1047625"
"WESTERN CAPE","35-49","Female","471682","744325"
"WESTERN CAPE","35-49","Male","414229","767488"
"WESTERN CAPE","50-59","Female","241742","368383"
"WESTERN CAPE","50-59","Male","208827","315766"
"WESTERN CAPE","60+","Female","312145","422288"
"WESTERN CAPE","60+","Male","231598","300872"
"WESTERN CAPE","Unidentified","Female","118",""
"WESTERN CAPE","Unidentified","Male","77",""
