"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14169","4898","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12030","4051","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19070","10406","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","14923","7235","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8506","3082","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7526","2390","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11201","6457","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9455","4813","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13737","5365","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11254","3927","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17927","6731","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15145","4810","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26503","15681","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23467","12577","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4275","1188","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3504","798","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51847","21956","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42414","16807","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15438","6945","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12320","5243","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19697","10312","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16148","7806","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6777","2903","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4419","1807","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26350","12521","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22828","10603","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13378","7913","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10532","5753","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8922","4492","38682"
