"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","378774","839479"
"EASTERN CAPE","18-34","Male","281697","854468"
"EASTERN CAPE","35-49","Female","363930","586430"
"EASTERN CAPE","35-49","Male","245572","522727"
"EASTERN CAPE","50-59","Female","233599","320585"
"EASTERN CAPE","50-59","Male","146245","196960"
"EASTERN CAPE","60+","Female","354047","517296"
"EASTERN CAPE","60+","Male","212644","261598"
"EASTERN CAPE","Unidentified","Female","314",""
"EASTERN CAPE","Unidentified","Male","97",""
"FREE STATE","18-34","Female","224556","410210"
"FREE STATE","18-34","Male","170578","419145"
"FREE STATE","35-49","Female","190200","283918"
"FREE STATE","35-49","Male","156203","266941"
"FREE STATE","50-59","Female","103591","140470"
"FREE STATE","50-59","Male","80256","105617"
"FREE STATE","60+","Female","132720","178195"
"FREE STATE","60+","Male","83134","110025"
"FREE STATE","Unidentified","Female","93",""
"FREE STATE","Unidentified","Male","63",""
"GAUTENG","18-34","Female","966919","2584852"
"GAUTENG","18-34","Male","819918","2611302"
"GAUTENG","35-49","Female","976806","1659380"
"GAUTENG","35-49","Male","910652","1782603"
"GAUTENG","50-59","Female","431696","675158"
"GAUTENG","50-59","Male","410262","655342"
"GAUTENG","60+","Female","477956","745260"
"GAUTENG","60+","Male","364430","597429"
"GAUTENG","Unidentified","Female","309",""
"GAUTENG","Unidentified","Male","197",""
"KWAZULU-NATAL","18-34","Female","603709","1707989"
"KWAZULU-NATAL","18-34","Male","416299","1725158"
"KWAZULU-NATAL","35-49","Female","556896","1071255"
"KWAZULU-NATAL","35-49","Male","399461","951364"
"KWAZULU-NATAL","50-59","Female","295549","492136"
"KWAZULU-NATAL","50-59","Male","197779","316845"
"KWAZULU-NATAL","60+","Female","431739","624115"
"KWAZULU-NATAL","60+","Male","244489","330933"
"KWAZULU-NATAL","Unidentified","Female","385",""
"KWAZULU-NATAL","Unidentified","Male","140",""
"LIMPOPO","18-34","Female","416795","818804"
"LIMPOPO","18-34","Male","279119","833104"
"LIMPOPO","35-49","Female","368163","573264"
"LIMPOPO","35-49","Male","241809","493423"
"LIMPOPO","50-59","Female","196638","265501"
"LIMPOPO","50-59","Male","131544","165831"
"LIMPOPO","60+","Female","287077","372555"
"LIMPOPO","60+","Male","165076","173319"
"LIMPOPO","Unidentified","Female","625",""
"LIMPOPO","Unidentified","Male","98",""
"MPUMALANGA","18-34","Female","261884","681710"
"MPUMALANGA","18-34","Male","218529","729028"
"MPUMALANGA","35-49","Female","231464","451254"
"MPUMALANGA","35-49","Male","201209","457785"
"MPUMALANGA","50-59","Female","114247","197794"
"MPUMALANGA","50-59","Male","92346","151183"
"MPUMALANGA","60+","Female","138329","224305"
"MPUMALANGA","60+","Male","99430","146461"
"MPUMALANGA","Unidentified","Female","159",""
"MPUMALANGA","Unidentified","Male","64",""
"NORTHERN CAPE","18-34","Female","75320","174695"
"NORTHERN CAPE","18-34","Male","71469","182300"
"NORTHERN CAPE","35-49","Female","67511","118328"
"NORTHERN CAPE","35-49","Male","71049","131923"
"NORTHERN CAPE","50-59","Female","36381","57823"
"NORTHERN CAPE","50-59","Male","33604","49198"
"NORTHERN CAPE","60+","Female","43827","80820"
"NORTHERN CAPE","60+","Male","32533","52458"
"NORTHERN CAPE","Unidentified","Female","24",""
"NORTHERN CAPE","Unidentified","Male","9",""
"NORTH WEST","18-34","Female","238155","547199"
"NORTH WEST","18-34","Male","196376","611287"
"NORTH WEST","35-49","Female","211835","386831"
"NORTH WEST","35-49","Male","211860","437698"
"NORTH WEST","50-59","Female","107582","173790"
"NORTH WEST","50-59","Male","106568","168889"
"NORTH WEST","60+","Female","138824","213393"
"NORTH WEST","60+","Male","104264","154160"
"NORTH WEST","Unidentified","Female","129",""
"NORTH WEST","Unidentified","Male","117",""
"WESTERN CAPE","18-34","Female","517838","1010156"
"WESTERN CAPE","18-34","Male","447841","1047625"
"WESTERN CAPE","35-49","Female","470073","744325"
"WESTERN CAPE","35-49","Male","412437","767488"
"WESTERN CAPE","50-59","Female","241071","368383"
"WESTERN CAPE","50-59","Male","208083","315766"
"WESTERN CAPE","60+","Female","310842","422288"
"WESTERN CAPE","60+","Male","230503","300872"
"WESTERN CAPE","Unidentified","Female","131",""
"WESTERN CAPE","Unidentified","Male","78",""
