"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14484","5379","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12330","4429","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19213","10645","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15209","7516","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8500","3082","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7510","2413","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11187","6458","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9437","4825","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13641","5355","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11211","3922","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17806","6741","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15058","4817","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26395","15793","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23348","12657","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4252","1194","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3480","814","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51452","21813","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42159","16779","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15310","6891","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12251","5219","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19586","10301","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16068","7804","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6723","2892","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4389","1796","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26175","12430","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22718","10559","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13306","7914","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10473","5751","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8845","4459","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5380","2484","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12661","5166","61538"
