"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14636","5606","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12510","4579","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19284","10684","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15319","7587","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8466","3073","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7476","2407","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11138","6439","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9402","4810","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13589","5346","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11179","3913","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17724","6707","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","14992","4807","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26280","15745","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23276","12630","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4237","1193","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3464","813","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51256","21740","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","41980","16732","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15226","6856","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12196","5195","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19536","10280","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16023","7793","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6691","2881","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4370","1800","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26050","12388","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22626","10537","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13254","7895","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10445","5736","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8799","4442","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5365","2480","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12600","5141","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8278","3150","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13177","5671","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8660","3183","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14128","5819","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10231","3838","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20358","10280","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","12914","5411","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14803","6307","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9131","3439","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15405","6944","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10400","4084","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","23992","12772","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17269","8086","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","37321","15589","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","31965","11839","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37348","13075","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30776","9485","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26322","10029","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25833","8421","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","38079","12708","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","30868","8773","91753"
