"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","829288","0","91200","920488"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","450017","0","60787","510804"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1343552","0","150460","1494012"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1097127","0","118449","1215576"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1016806","0","93576","1110382"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","763272","0","76589","839861"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","199508","0","18768","218276"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","672812","0","81151","753963"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","637180","0","85360","722540"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60849","0","24220","85069"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24386","0","12199","36585"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137195","0","65357","202552"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94473","0","40020","134493"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34178","0","17016","51194"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21882","0","7150","29032"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9463","0","4455","13918"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23462","0","8964","32426"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94512","0","61527","156039"
"Pfizer","National","eastern cape","Adults","1302208","1083719","159622","2545549"
"Pfizer","National","eastern cape","12-17 Years","239115","57117","0","296232"
"Pfizer","National","free state","12-17 Years","159611","60545","0","220156"
"Pfizer","National","free state","Adults","654035","569334","98996","1322365"
"Pfizer","National","gauteng","12-17 Years","366849","137316","7","504172"
"Pfizer","National","gauteng","Adults","3817359","3284144","535482","7636985"
"Pfizer","National","kwazulu-natal","Adults","1906131","1570481","248651","3725263"
"Pfizer","National","kwazulu-natal","12-17 Years","238781","75197","4","313982"
"Pfizer","National","limpopo","Adults","1013258","846692","120377","1980327"
"Pfizer","National","limpopo","12-17 Years","230998","64051","0","295049"
"Pfizer","National","mpumalanga","12-17 Years","126330","31170","0","157500"
"Pfizer","National","mpumalanga","Adults","550362","449851","72151","1072364"
"Pfizer","National","northern cape","12-17 Years","25174","7620","0","32794"
"Pfizer","National","northern cape","Adults","217764","185601","24238","427603"
"Pfizer","National","north west","12-17 Years","143256","40410","0","183666"
"Pfizer","National","north west","Adults","605168","520777","84319","1210264"
"Pfizer","National","western cape","12-17 Years","129935","48195","1","178131"
"Pfizer","National","western cape","Adults","2087446","1825106","399299","4311851"
