"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","158351","63261","416942"
"EASTERN CAPE","12-17","Male","130873","45996","429096"
"FREE STATE","12-17","Female","92603","45456","161705"
"FREE STATE","12-17","Male","78964","34265","162847"
"GAUTENG","12-17","Female","214436","96052","649047"
"GAUTENG","12-17","Male","176393","74385","648920"
"KWAZULU-NATAL","12-17","Female","174448","81006","647510"
"KWAZULU-NATAL","12-17","Male","122702","51454","658202"
"LIMPOPO","12-17","Female","156159","55671","352420"
"LIMPOPO","12-17","Male","133804","41274","372427"
"MPUMALANGA","12-17","Female","81030","29540","257710"
"MPUMALANGA","12-17","Male","66957","20728","259479"
"NORTHERN CAPE","12-17","Female","20248","8230","69852"
"NORTHERN CAPE","12-17","Male","16179","6064","69047"
"NORTH WEST","12-17","Female","83175","30364","221385"
"NORTH WEST","12-17","Male","69372","22406","223092"
"WESTERN CAPE","12-17","Female","71259","29109","320269"
"WESTERN CAPE","12-17","Male","61228","24475","322848"
