"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","159098","64771","416942"
"EASTERN CAPE","12-17","Male","131505","47168","429096"
"FREE STATE","12-17","Female","92546","45528","161705"
"FREE STATE","12-17","Male","78985","34310","162847"
"GAUTENG","12-17","Female","214137","96201","649047"
"GAUTENG","12-17","Male","176221","74553","648920"
"KWAZULU-NATAL","12-17","Female","174301","81404","647510"
"KWAZULU-NATAL","12-17","Male","122679","51766","658202"
"LIMPOPO","12-17","Female","156519","56181","352420"
"LIMPOPO","12-17","Male","134099","41643","372427"
"MPUMALANGA","12-17","Female","81209","30030","257710"
"MPUMALANGA","12-17","Male","67055","21039","259479"
"NORTHERN CAPE","12-17","Female","20208","8304","69852"
"NORTHERN CAPE","12-17","Male","16177","6146","69047"
"NORTH WEST","12-17","Female","83024","30381","221385"
"NORTH WEST","12-17","Male","69275","22471","223092"
"WESTERN CAPE","12-17","Female","71419","29220","320269"
"WESTERN CAPE","12-17","Male","61346","24601","322848"
