"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","380423","839479"
"EASTERN CAPE","18-34","Male","283062","854468"
"EASTERN CAPE","35-49","Female","364682","586430"
"EASTERN CAPE","35-49","Male","246241","522727"
"EASTERN CAPE","50-59","Female","233920","320585"
"EASTERN CAPE","50-59","Male","146446","196960"
"EASTERN CAPE","60+","Female","354934","517296"
"EASTERN CAPE","60+","Male","213248","261598"
"EASTERN CAPE","Unidentified","Female","308",""
"EASTERN CAPE","Unidentified","Male","93",""
"FREE STATE","18-34","Female","225475","410210"
"FREE STATE","18-34","Male","171393","419145"
"FREE STATE","35-49","Female","190669","283918"
"FREE STATE","35-49","Male","156684","266941"
"FREE STATE","50-59","Female","103742","140470"
"FREE STATE","50-59","Male","80444","105617"
"FREE STATE","60+","Female","133102","178195"
"FREE STATE","60+","Male","83392","110025"
"FREE STATE","Unidentified","Female","92",""
"FREE STATE","Unidentified","Male","60",""
"GAUTENG","18-34","Female","970712","2584852"
"GAUTENG","18-34","Male","823993","2611302"
"GAUTENG","35-49","Female","979689","1659380"
"GAUTENG","35-49","Male","913745","1782603"
"GAUTENG","50-59","Female","432807","675158"
"GAUTENG","50-59","Male","411597","655342"
"GAUTENG","60+","Female","479376","745260"
"GAUTENG","60+","Male","365658","597429"
"GAUTENG","Unidentified","Female","306",""
"GAUTENG","Unidentified","Male","196",""
"KWAZULU-NATAL","18-34","Female","608237","1707989"
"KWAZULU-NATAL","18-34","Male","419145","1725158"
"KWAZULU-NATAL","35-49","Female","559062","1071255"
"KWAZULU-NATAL","35-49","Male","400986","951364"
"KWAZULU-NATAL","50-59","Female","296175","492136"
"KWAZULU-NATAL","50-59","Male","198313","316845"
"KWAZULU-NATAL","60+","Female","432730","624115"
"KWAZULU-NATAL","60+","Male","245148","330933"
"KWAZULU-NATAL","Unidentified","Female","378",""
"KWAZULU-NATAL","Unidentified","Male","142",""
"LIMPOPO","18-34","Female","418751","818804"
"LIMPOPO","18-34","Male","281003","833104"
"LIMPOPO","35-49","Female","368961","573264"
"LIMPOPO","35-49","Male","242728","493423"
"LIMPOPO","50-59","Female","196922","265501"
"LIMPOPO","50-59","Male","131823","165831"
"LIMPOPO","60+","Female","287929","372555"
"LIMPOPO","60+","Male","165634","173319"
"LIMPOPO","Unidentified","Female","622",""
"LIMPOPO","Unidentified","Male","95",""
"MPUMALANGA","18-34","Female","263580","681710"
"MPUMALANGA","18-34","Male","220408","729028"
"MPUMALANGA","35-49","Female","232401","451254"
"MPUMALANGA","35-49","Male","202587","457785"
"MPUMALANGA","50-59","Female","114562","197794"
"MPUMALANGA","50-59","Male","92695","151183"
"MPUMALANGA","60+","Female","138784","224305"
"MPUMALANGA","60+","Male","99830","146461"
"MPUMALANGA","Unidentified","Female","158",""
"MPUMALANGA","Unidentified","Male","63",""
"NORTHERN CAPE","18-34","Female","75667","174695"
"NORTHERN CAPE","18-34","Male","71800","182300"
"NORTHERN CAPE","35-49","Female","67678","118328"
"NORTHERN CAPE","35-49","Male","71266","131923"
"NORTHERN CAPE","50-59","Female","36448","57823"
"NORTHERN CAPE","50-59","Male","33683","49198"
"NORTHERN CAPE","60+","Female","43986","80820"
"NORTHERN CAPE","60+","Male","32653","52458"
"NORTHERN CAPE","Unidentified","Female","23",""
"NORTHERN CAPE","Unidentified","Male","9",""
"NORTH WEST","18-34","Female","239020","547199"
"NORTH WEST","18-34","Male","197222","611287"
"NORTH WEST","35-49","Female","212412","386831"
"NORTH WEST","35-49","Male","212470","437698"
"NORTH WEST","50-59","Female","107762","173790"
"NORTH WEST","50-59","Male","106794","168889"
"NORTH WEST","60+","Female","139251","213393"
"NORTH WEST","60+","Male","104660","154160"
"NORTH WEST","Unidentified","Female","128",""
"NORTH WEST","Unidentified","Male","117",""
"WESTERN CAPE","18-34","Female","518890","1010156"
"WESTERN CAPE","18-34","Male","449388","1047625"
"WESTERN CAPE","35-49","Female","471007","744325"
"WESTERN CAPE","35-49","Male","413476","767488"
"WESTERN CAPE","50-59","Female","241408","368383"
"WESTERN CAPE","50-59","Male","208444","315766"
"WESTERN CAPE","60+","Female","311494","422288"
"WESTERN CAPE","60+","Male","231073","300872"
"WESTERN CAPE","Unidentified","Female","124",""
"WESTERN CAPE","Unidentified","Male","76",""
