"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","155049","55597","416942"
"EASTERN CAPE","12-17","Male","127256","39193","429096"
"FREE STATE","12-17","Female","93323","44115","161705"
"FREE STATE","12-17","Male","79383","33016","162847"
"GAUTENG","12-17","Female","217846","95164","649047"
"GAUTENG","12-17","Male","178870","73329","648920"
"KWAZULU-NATAL","12-17","Female","173237","72673","647510"
"KWAZULU-NATAL","12-17","Male","121784","46684","658202"
"LIMPOPO","12-17","Female","153197","52164","352420"
"LIMPOPO","12-17","Male","131920","38772","372427"
"MPUMALANGA","12-17","Female","79548","26905","257710"
"MPUMALANGA","12-17","Male","66282","19060","259479"
"NORTHERN CAPE","12-17","Female","19122","6501","69852"
"NORTHERN CAPE","12-17","Male","15269","4822","69047"
"NORTH WEST","12-17","Female","84546","30232","221385"
"NORTH WEST","12-17","Male","70366","22029","223092"
"WESTERN CAPE","12-17","Female","71114","28341","320269"
"WESTERN CAPE","12-17","Male","60765","23759","322848"
