"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14583","5566","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12458","4556","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19304","10688","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15327","7586","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8478","3075","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7489","2409","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11158","6452","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9413","4814","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13614","5353","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11190","3913","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17750","6717","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15009","4813","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26334","15772","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23296","12642","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4244","1195","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3471","814","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51317","21759","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42036","16738","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15253","6867","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12210","5201","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19562","10287","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16036","7796","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6707","2886","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4374","1799","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26093","12402","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22662","10548","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13273","7903","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10452","5741","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8815","4446","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5369","2480","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12620","5148","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8292","3154","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13198","5682","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8673","3191","52856"
