"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","383755","839479"
"EASTERN CAPE","18-34","Male","287041","854468"
"EASTERN CAPE","35-49","Female","365920","586430"
"EASTERN CAPE","35-49","Male","247409","522727"
"EASTERN CAPE","50-59","Female","234462","320585"
"EASTERN CAPE","50-59","Male","147097","196960"
"EASTERN CAPE","60+","Female","357057","517296"
"EASTERN CAPE","60+","Male","214530","261598"
"EASTERN CAPE","Unidentified","Female","309",""
"EASTERN CAPE","Unidentified","Male","91",""
"FREE STATE","18-34","Female","227141","410210"
"FREE STATE","18-34","Male","172903","419145"
"FREE STATE","35-49","Female","191543","283918"
"FREE STATE","35-49","Male","157652","266941"
"FREE STATE","50-59","Female","104035","140470"
"FREE STATE","50-59","Male","80799","105617"
"FREE STATE","60+","Female","133823","178195"
"FREE STATE","60+","Male","83918","110025"
"FREE STATE","Unidentified","Female","93",""
"FREE STATE","Unidentified","Male","57",""
"GAUTENG","18-34","Female","978069","2584852"
"GAUTENG","18-34","Male","831770","2611302"
"GAUTENG","35-49","Female","984425","1659380"
"GAUTENG","35-49","Male","919032","1782603"
"GAUTENG","50-59","Female","434675","675158"
"GAUTENG","50-59","Male","414044","655342"
"GAUTENG","60+","Female","482024","745260"
"GAUTENG","60+","Male","367886","597429"
"GAUTENG","Unidentified","Female","305",""
"GAUTENG","Unidentified","Male","192",""
"KWAZULU-NATAL","18-34","Female","617852","1707989"
"KWAZULU-NATAL","18-34","Male","425045","1725158"
"KWAZULU-NATAL","35-49","Female","563086","1071255"
"KWAZULU-NATAL","35-49","Male","404295","951364"
"KWAZULU-NATAL","50-59","Female","297473","492136"
"KWAZULU-NATAL","50-59","Male","199367","316845"
"KWAZULU-NATAL","60+","Female","434854","624115"
"KWAZULU-NATAL","60+","Male","246484","330933"
"KWAZULU-NATAL","Unidentified","Female","372",""
"KWAZULU-NATAL","Unidentified","Male","139",""
"LIMPOPO","18-34","Female","422409","818804"
"LIMPOPO","18-34","Male","284402","833104"
"LIMPOPO","35-49","Female","370360","573264"
"LIMPOPO","35-49","Male","244210","493423"
"LIMPOPO","50-59","Female","197433","265501"
"LIMPOPO","50-59","Male","132362","165831"
"LIMPOPO","60+","Female","289396","372555"
"LIMPOPO","60+","Male","166523","173319"
"LIMPOPO","Unidentified","Female","617",""
"LIMPOPO","Unidentified","Male","93",""
"MPUMALANGA","18-34","Female","266932","681710"
"MPUMALANGA","18-34","Male","224447","729028"
"MPUMALANGA","35-49","Female","234521","451254"
"MPUMALANGA","35-49","Male","205181","457785"
"MPUMALANGA","50-59","Female","115431","197794"
"MPUMALANGA","50-59","Male","93542","151183"
"MPUMALANGA","60+","Female","139687","224305"
"MPUMALANGA","60+","Male","100567","146461"
"MPUMALANGA","Unidentified","Female","156",""
"MPUMALANGA","Unidentified","Male","62",""
"NORTHERN CAPE","18-34","Female","76430","174695"
"NORTHERN CAPE","18-34","Male","72482","182300"
"NORTHERN CAPE","35-49","Female","68102","118328"
"NORTHERN CAPE","35-49","Male","71717","131923"
"NORTHERN CAPE","50-59","Female","36602","57823"
"NORTHERN CAPE","50-59","Male","33875","49198"
"NORTHERN CAPE","60+","Female","44319","80820"
"NORTHERN CAPE","60+","Male","32921","52458"
"NORTHERN CAPE","Unidentified","Female","22",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","240725","547199"
"NORTH WEST","18-34","Male","198648","611287"
"NORTH WEST","35-49","Female","213507","386831"
"NORTH WEST","35-49","Male","213462","437698"
"NORTH WEST","50-59","Female","108185","173790"
"NORTH WEST","50-59","Male","107314","168889"
"NORTH WEST","60+","Female","140038","213393"
"NORTH WEST","60+","Male","105386","154160"
"NORTH WEST","Unidentified","Female","128",""
"NORTH WEST","Unidentified","Male","117",""
"WESTERN CAPE","18-34","Female","520949","1010156"
"WESTERN CAPE","18-34","Male","451897","1047625"
"WESTERN CAPE","35-49","Female","472355","744325"
"WESTERN CAPE","35-49","Male","414974","767488"
"WESTERN CAPE","50-59","Female","242091","368383"
"WESTERN CAPE","50-59","Male","209277","315766"
"WESTERN CAPE","60+","Female","312851","422288"
"WESTERN CAPE","60+","Male","232138","300872"
"WESTERN CAPE","Unidentified","Female","117",""
"WESTERN CAPE","Unidentified","Male","77",""
