"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14001","4560","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","11825","3792","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","18983","10190","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","14735","7041","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8558","3068","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7579","2366","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11266","6435","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9520","4780","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13805","5290","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11288","3865","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","18032","6760","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15221","4821","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26603","15637","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23565","12495","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4304","1198","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3525","796","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","52187","22065","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42597","16823","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15556","6988","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12402","5274","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19793","10314","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16226","7817","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6842","2920","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4435","1802","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26503","12601","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22935","10638","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13466","7948","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10596","5757","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8995","4497","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5468","2496","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12848","5234","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8410","3205","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13369","5699","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8744","3170","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14217","5815","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10220","3812","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20670","10275","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","13131","5404","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","15090","6398","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9319","3484","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15769","7080","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10617","4143","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","24484","13001","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17589","8195","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","36602","15041","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","31512","11341","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37069","12470","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30526","8954","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26222","9959","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25883","8406","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","38535","12872","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","31179","8866","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17618","6868","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14674","5065","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47588","18689","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36297","12151","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","17392","6656","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","18109","5598","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7577","3412","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6263","2595","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1735","673","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1408","512","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3660","1617","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2786","1154","11573"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Female","32553","13540","88192"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Male","26903","9939","91106"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Female","21653","7496","56490"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Male","18008","5471","56280"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Female","9288","3978","44783"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Male","8081","3269","45341"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Female","832","386","4653"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Male","639","281","4028"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Female","6347","2460","31612"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Male","5393","1917","30675"
"WESTERN CAPE","OVERBERG DM","12-17","Female","3063","1006","13406"
"WESTERN CAPE","OVERBERG DM","12-17","Male","2430","781","13535"
"WESTERN CAPE","WEST COAST DM","12-17","Female","4208","1687","22541"
"WESTERN CAPE","WEST COAST DM","12-17","Male","3661","1322","22568"
