"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","140098","39774","416942"
"EASTERN CAPE","12-17","Male","113063","26967","429096"
"FREE STATE","12-17","Female","88483","37445","161705"
"FREE STATE","12-17","Male","75006","27499","162847"
"GAUTENG","12-17","Female","205594","82827","649047"
"GAUTENG","12-17","Male","168650","63708","648920"
"KWAZULU-NATAL","12-17","Female","146616","52565","647510"
"KWAZULU-NATAL","12-17","Male","103323","33884","658202"
"LIMPOPO","12-17","Female","131887","39747","352420"
"LIMPOPO","12-17","Male","110120","29502","372427"
"MPUMALANGA","12-17","Female","71571","19904","257710"
"MPUMALANGA","12-17","Male","59996","14549","259479"
"NORTHERN CAPE","12-17","Female","15211","4644","69852"
"NORTHERN CAPE","12-17","Male","12330","3464","69047"
"NORTH WEST","12-17","Female","80192","25312","221385"
"NORTH WEST","12-17","Male","66442","18288","223092"
"WESTERN CAPE","12-17","Female","70425","26696","320269"
"WESTERN CAPE","12-17","Male","59907","22188","322848"
