"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","142698","41826","416942"
"EASTERN CAPE","12-17","Male","115317","28598","429096"
"FREE STATE","12-17","Female","89353","38612","161705"
"FREE STATE","12-17","Male","75701","28423","162847"
"GAUTENG","12-17","Female","207377","84996","649047"
"GAUTENG","12-17","Male","170117","65419","648920"
"KWAZULU-NATAL","12-17","Female","149363","55273","647510"
"KWAZULU-NATAL","12-17","Male","105158","35347","658202"
"LIMPOPO","12-17","Female","134163","41273","352420"
"LIMPOPO","12-17","Male","112383","30499","372427"
"MPUMALANGA","12-17","Female","72724","20697","257710"
"MPUMALANGA","12-17","Male","60911","15042","259479"
"NORTHERN CAPE","12-17","Female","15731","4880","69852"
"NORTHERN CAPE","12-17","Male","12691","3665","69047"
"NORTH WEST","12-17","Female","80897","25971","221385"
"NORTH WEST","12-17","Male","66997","18825","223092"
"WESTERN CAPE","12-17","Female","70483","26930","320269"
"WESTERN CAPE","12-17","Male","59942","22385","322848"
