"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","154099","53346","416942"
"EASTERN CAPE","12-17","Male","125726","37501","429096"
"FREE STATE","12-17","Female","93204","43085","161705"
"FREE STATE","12-17","Male","79275","32292","162847"
"GAUTENG","12-17","Female","216274","92898","649047"
"GAUTENG","12-17","Male","177337","71441","648920"
"KWAZULU-NATAL","12-17","Female","169489","69304","647510"
"KWAZULU-NATAL","12-17","Male","119001","44336","658202"
"LIMPOPO","12-17","Female","148910","49477","352420"
"LIMPOPO","12-17","Male","126334","36728","372427"
"MPUMALANGA","12-17","Female","78426","25570","257710"
"MPUMALANGA","12-17","Male","65260","18304","259479"
"NORTHERN CAPE","12-17","Female","18615","6179","69852"
"NORTHERN CAPE","12-17","Male","14907","4601","69047"
"NORTH WEST","12-17","Female","84348","29622","221385"
"NORTH WEST","12-17","Male","70095","21516","223092"
"WESTERN CAPE","12-17","Female","70783","27811","320269"
"WESTERN CAPE","12-17","Male","60418","23226","322848"
