"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","396895","839479"
"EASTERN CAPE","18-34","Male","303491","854468"
"EASTERN CAPE","35-49","Female","370588","586430"
"EASTERN CAPE","35-49","Male","252902","522727"
"EASTERN CAPE","50-59","Female","237495","320585"
"EASTERN CAPE","50-59","Male","149667","196960"
"EASTERN CAPE","60+","Female","370433","517296"
"EASTERN CAPE","60+","Male","222383","261598"
"EASTERN CAPE","Unidentified","Female","292",""
"EASTERN CAPE","Unidentified","Male","66",""
"FREE STATE","18-34","Female","232192","410210"
"FREE STATE","18-34","Male","176675","419145"
"FREE STATE","35-49","Female","194792","283918"
"FREE STATE","35-49","Male","160648","266941"
"FREE STATE","50-59","Female","105716","140470"
"FREE STATE","50-59","Male","82432","105617"
"FREE STATE","60+","Female","139330","178195"
"FREE STATE","60+","Male","87902","110025"
"FREE STATE","Unidentified","Female","83",""
"FREE STATE","Unidentified","Male","46",""
"GAUTENG","18-34","Female","990781","2584852"
"GAUTENG","18-34","Male","846926","2611302"
"GAUTENG","35-49","Female","1007177","1659380"
"GAUTENG","35-49","Male","941818","1782603"
"GAUTENG","50-59","Female","446721","675158"
"GAUTENG","50-59","Male","427446","655342"
"GAUTENG","60+","Female","502762","745260"
"GAUTENG","60+","Male","385845","597429"
"GAUTENG","Unidentified","Female","269",""
"GAUTENG","Unidentified","Male","158",""
"KWAZULU-NATAL","18-34","Female","640128","1707989"
"KWAZULU-NATAL","18-34","Male","438906","1725158"
"KWAZULU-NATAL","35-49","Female","576220","1071255"
"KWAZULU-NATAL","35-49","Male","414910","951364"
"KWAZULU-NATAL","50-59","Female","302335","492136"
"KWAZULU-NATAL","50-59","Male","204116","316845"
"KWAZULU-NATAL","60+","Female","451094","624115"
"KWAZULU-NATAL","60+","Male","256373","330933"
"KWAZULU-NATAL","Unidentified","Female","352",""
"KWAZULU-NATAL","Unidentified","Male","127",""
"LIMPOPO","18-34","Female","432697","818804"
"LIMPOPO","18-34","Male","294971","833104"
"LIMPOPO","35-49","Female","379134","573264"
"LIMPOPO","35-49","Male","250859","493423"
"LIMPOPO","50-59","Female","200562","265501"
"LIMPOPO","50-59","Male","134317","165831"
"LIMPOPO","60+","Female","298343","372555"
"LIMPOPO","60+","Male","172582","173319"
"LIMPOPO","Unidentified","Female","605",""
"LIMPOPO","Unidentified","Male","86",""
"MPUMALANGA","18-34","Female","275874","681710"
"MPUMALANGA","18-34","Male","235132","729028"
"MPUMALANGA","35-49","Female","241962","451254"
"MPUMALANGA","35-49","Male","214148","457785"
"MPUMALANGA","50-59","Female","118631","197794"
"MPUMALANGA","50-59","Male","96168","151183"
"MPUMALANGA","60+","Female","145613","224305"
"MPUMALANGA","60+","Male","105251","146461"
"MPUMALANGA","Unidentified","Female","154",""
"MPUMALANGA","Unidentified","Male","50",""
"NORTHERN CAPE","18-34","Female","78636","174695"
"NORTHERN CAPE","18-34","Male","74159","182300"
"NORTHERN CAPE","35-49","Female","69767","118328"
"NORTHERN CAPE","35-49","Male","73773","131923"
"NORTHERN CAPE","50-59","Female","37524","57823"
"NORTHERN CAPE","50-59","Male","34995","49198"
"NORTHERN CAPE","60+","Female","46575","80820"
"NORTHERN CAPE","60+","Male","34740","52458"
"NORTHERN CAPE","Unidentified","Female","12",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","244356","547199"
"NORTH WEST","18-34","Male","202200","611287"
"NORTH WEST","35-49","Female","217338","386831"
"NORTH WEST","35-49","Male","217397","437698"
"NORTH WEST","50-59","Female","110410","173790"
"NORTH WEST","50-59","Male","109656","168889"
"NORTH WEST","60+","Female","145662","213393"
"NORTH WEST","60+","Male","110359","154160"
"NORTH WEST","Unidentified","Female","125",""
"NORTH WEST","Unidentified","Male","108",""
"WESTERN CAPE","18-34","Female","521937","1010156"
"WESTERN CAPE","18-34","Male","454859","1047625"
"WESTERN CAPE","35-49","Female","479151","744325"
"WESTERN CAPE","35-49","Male","421952","767488"
"WESTERN CAPE","50-59","Female","246329","368383"
"WESTERN CAPE","50-59","Male","213476","315766"
"WESTERN CAPE","60+","Female","324607","422288"
"WESTERN CAPE","60+","Male","241768","300872"
"WESTERN CAPE","Unidentified","Female","112",""
"WESTERN CAPE","Unidentified","Male","65",""
