"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","149752","47898","416942"
"EASTERN CAPE","12-17","Male","121894","32903","429096"
"FREE STATE","12-17","Female","91499","41342","161705"
"FREE STATE","12-17","Male","77521","30614","162847"
"GAUTENG","12-17","Female","212749","90075","649047"
"GAUTENG","12-17","Male","174558","69115","648920"
"KWAZULU-NATAL","12-17","Female","160768","62763","647510"
"KWAZULU-NATAL","12-17","Male","112814","39839","658202"
"LIMPOPO","12-17","Female","141078","45481","352420"
"LIMPOPO","12-17","Male","118509","33493","372427"
"MPUMALANGA","12-17","Female","75903","22920","257710"
"MPUMALANGA","12-17","Male","63227","16454","259479"
"NORTHERN CAPE","12-17","Female","17503","5472","69852"
"NORTHERN CAPE","12-17","Male","14052","4082","69047"
"NORTH WEST","12-17","Female","82853","28141","221385"
"NORTH WEST","12-17","Male","68728","20313","223092"
"WESTERN CAPE","12-17","Female","70585","27430","320269"
"WESTERN CAPE","12-17","Male","60118","22836","322848"
