"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14445","5275","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12287","4369","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19156","10568","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15115","7438","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8509","3084","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7514","2414","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11183","6459","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9436","4823","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13648","5361","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11206","3924","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17823","6741","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15074","4821","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26417","15797","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23380","12661","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4265","1196","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3488","815","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51495","21831","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42186","16788","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15322","6896","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12262","5222","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19591","10296","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16071","7799","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6730","2894","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4392","1796","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26222","12454","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22748","10568","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13306","7889","34875"
